epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.117432535,0.2205230531729024,0.001,0.12418301,0.21895424817122666
1,0.11962072,0.22008786991205986,0.001,0.11764706,0.22058823509933123
2,0.10649161,0.22337585527865578,0.001,0.078431375,0.23039215579141978
3,0.114514954,0.22135747422448568,0.001,0.13725491,0.2156862743150175
4,0.12764406,0.2180889862827973,0.001,0.13725491,0.2156862743150175
5,0.12326769,0.21918307807782894,0.001,0.13725491,0.2156862743150175
6,0.12691467,0.21827125876468084,0.001,0.13725491,0.2156862743150175
7,0.13347921,0.21663019700175562,0.001,0.13725491,0.2156862743150175
8,0.13202043,0.21699489427038912,0.001,0.13725491,0.2156862743150175
9,0.12837344,0.21790663763217732,0.001,0.13725491,0.2156862743150175
10,0.13129103,0.21717724302969738,0.001,0.13725491,0.2156862743150175
11,0.13274981,0.21681254554368734,0.001,0.13725491,0.2156862743150175
12,0.12910284,0.21772428890547554,0.001,0.13725491,0.2156862743150175
13,0.13347921,0.2166301968604609,0.001,0.13725491,0.2156862743150175
14,0.13129103,0.2171772429210091,0.000100000005,0.13725491,0.2156862743150175
15,0.13202043,0.21699489437907737,0.000100000005,0.13725491,0.2156862743150175
16,0.13274981,0.2168125457284574,0.000100000005,0.13725491,0.2156862743150175
17,0.13129103,0.2171772429210091,0.000100000005,0.13725491,0.2156862743150175
18,0.13347921,0.21663019707783743,0.000100000005,0.13725491,0.2156862743150175
19,0.13056163,0.2173595915716291,0.000100000005,0.13725491,0.2156862743150175
20,0.13129103,0.21717724281232084,0.000100000005,0.13725491,0.2156862743150175
21,0.13274981,0.2168125457284574,0.000100000005,0.13725491,0.2156862743150175
22,0.13347921,0.21663019707783743,0.000100000005,0.13725491,0.2156862743150175
23,0.13202043,0.21699489437907737,0.000100000005,0.13725491,0.2156862743150175
24,0.13274981,0.21681254551108087,1.0000001e-05,0.13725491,0.2156862743150175
25,0.13347921,0.2166301968604609,1.0000001e-05,0.13725491,0.2156862743150175
26,0.13129103,0.2171772429536156,1.0000001e-05,0.13725491,0.2156862743150175
27,0.13347921,0.2166301968604609,1.0000001e-05,0.13725491,0.2156862743150175
28,0.13202043,0.21699489419430734,1.0000001e-05,0.13725491,0.2156862743150175
29,0.13347921,0.21663019689306737,1.0000001e-05,0.13725491,0.2156862743150175
30,0.1342086,0.21644784835113565,1.0000001e-05,0.13725491,0.2156862743150175
31,0.13202043,0.2169948943029956,1.0000001e-05,0.13725491,0.2156862743150175
32,0.13274981,0.21681254569585093,1.0000001e-05,0.13725491,0.2156862743150175
33,0.13202043,0.21699489437907737,1.0000001e-05,0.13725491,0.2156862743150175
34,0.13202043,0.2169948943464709,1.0000001e-06,0.13725491,0.2156862743150175
35,0.13347921,0.21663019704523093,1.0000001e-06,0.13725491,0.2156862743150175
36,0.13274981,0.21680453789225465,1.0000001e-06,0.13725491,0.2156862743150175
37,0.13129103,0.21717724281232084,1.0000001e-06,0.13725491,0.2156862743150175
38,0.13202043,0.21699489437907737,1.0000001e-06,0.13725491,0.2156862743150175
39,0.12910284,0.21772428894895085,1.0000001e-06,0.13725491,0.2156862743150175
40,0.13129103,0.2171772429536156,1.0000001e-06,0.13725491,0.2156862743150175
41,0.13129103,0.21717724302969738,1.0000001e-06,0.13725491,0.2156862743150175
42,0.13129103,0.2171772429210091,1.0000001e-06,0.13725491,0.2156862743150175
43,0.13347921,0.21663019707783743,1.0000001e-06,0.13725491,0.2156862743150175
44,0.13202043,0.2169948943029956,1.0000001e-07,0.13725491,0.2156862743150175
45,0.13274981,0.21681254551108087,1.0000001e-07,0.13725491,0.2156862743150175
46,0.12910284,0.21772428898155732,1.0000001e-07,0.13725491,0.2156862743150175
47,0.13274981,0.21681254551108087,1.0000001e-07,0.13725491,0.2156862743150175
48,0.13347921,0.21663019696914915,1.0000001e-07,0.13725491,0.2156862743150175
49,0.13202043,0.21699489427038912,1.0000001e-07,0.13725491,0.2156862743150175
50,0.13274981,0.2168125457284574,1.0000001e-07,0.13725491,0.2156862743150175
51,0.13347921,0.21663019704523093,1.0000001e-07,0.13725491,0.2156862743150175
52,0.13347921,0.21663019704523093,1.0000001e-07,0.13725491,0.2156862743150175
53,0.13347921,0.2166301968604609,1.0000001e-07,0.13725491,0.2156862743150175
54,0.134938,0.21626549955922092,1.0000001e-08,0.13725491,0.2156862743150175
55,0.13347921,0.21663019700175562,1.0000001e-08,0.13725491,0.2156862743150175
56,0.13274981,0.21681254561976915,1.0000001e-08,0.13725491,0.2156862743150175
57,0.13129103,0.21717724281232084,1.0000001e-08,0.13725491,0.2156862743150175
58,0.13129103,0.21717724284492732,1.0000001e-08,0.13725491,0.2156862743150175
59,0.13129103,0.2171772429210091,1.0000001e-08,0.13725491,0.2156862743150175
60,0.13347921,0.2166301968604609,1.0000001e-08,0.13725491,0.2156862743150175
61,0.13347921,0.21663019707783743,1.0000001e-08,0.13725491,0.2156862743150175
62,0.13129103,0.21717724281232084,1.0000001e-08,0.13725491,0.2156862743150175
63,0.13056163,0.2173595915716291,1.0000001e-08,0.13725491,0.2156862743150175
64,0.13274981,0.21681254554368734,1.0000001e-09,0.13725491,0.2156862743150175
65,0.13056163,0.21735959160423557,1.0000001e-09,0.13725491,0.2156862743150175
66,0.13347921,0.21663019689306737,1.0000001e-09,0.13725491,0.2156862743150175
67,0.13056163,0.21735959164771088,1.0000001e-09,0.13725491,0.2156862743150175
68,0.1342086,0.21644784835113565,1.0000001e-09,0.13725491,0.2156862743150175
69,0.13274981,0.21681254551108087,1.0000001e-09,0.13725491,0.2156862743150175
70,0.13202043,0.21699489416170084,1.0000001e-09,0.13725491,0.2156862743150175
71,0.13202043,0.21699489427038912,1.0000001e-09,0.13725491,0.2156862743150175
72,0.13347921,0.21663019707783743,1.0000001e-09,0.13725491,0.2156862743150175
73,0.13056163,0.21735959146294082,1.0000001e-09,0.13725491,0.2156862743150175
74,0.13347921,0.21663019696914915,1.0000001e-10,0.13725491,0.2156862743150175
75,0.12910284,0.21772428879678726,1.0000001e-10,0.13725491,0.2156862743150175
76,0.13129103,0.2171772429210091,1.0000001e-10,0.13725491,0.2156862743150175
77,0.13274981,0.2168125457284574,1.0000001e-10,0.13725491,0.2156862743150175
78,0.13129103,0.21717724284492732,1.0000001e-10,0.13725491,0.2156862743150175
79,0.13274981,0.21681254557629384,1.0000001e-10,0.13725491,0.2156862743150175
80,0.13202043,0.21699489416170084,1.0000001e-10,0.13725491,0.2156862743150175
81,0.13274981,0.21681254569585093,1.0000001e-10,0.13725491,0.2156862743150175
82,0.13347921,0.21663019700175562,1.0000001e-10,0.13725491,0.2156862743150175
83,0.13274981,0.2168125457284574,1.0000001e-10,0.13725491,0.2156862743150175
84,0.13347921,0.21663019707783743,1.0000001e-11,0.13725491,0.2156862743150175
85,0.13274981,0.2168125457284574,1.0000001e-11,0.13725491,0.2156862743150175
86,0.13129103,0.2171772429970909,1.0000001e-11,0.13725491,0.2156862743150175
87,0.13274981,0.21681254551108087,1.0000001e-11,0.13725491,0.2156862743150175
88,0.13202043,0.21699489416170084,1.0000001e-11,0.13725491,0.2156862743150175
89,0.13129103,0.21717724281232084,1.0000001e-11,0.13725491,0.2156862743150175
90,0.13202043,0.21699489419430734,1.0000001e-11,0.13725491,0.2156862743150175
91,0.13347921,0.2166301968604609,1.0000001e-11,0.13725491,0.2156862743150175
92,0.13202043,0.21699489437907737,1.0000001e-11,0.13725491,0.2156862743150175
93,0.13202043,0.21699489416170084,1.0000001e-11,0.13725491,0.2156862743150175
94,0.13274981,0.21681254561976915,1.0000001e-12,0.13725491,0.2156862743150175
95,0.13347921,0.21663019696914915,1.0000001e-12,0.13725491,0.2156862743150175
96,0.12983224,0.2175419401461673,1.0000001e-12,0.13725491,0.2156862743150175
97,0.12837344,0.21790663744740726,1.0000001e-12,0.13725491,0.2156862743150175
98,0.13274981,0.2168125457284574,1.0000001e-12,0.13725491,0.2156862743150175
99,0.13202043,0.21699489437907737,1.0000001e-12,0.13725491,0.2156862743150175
